opponent,seed,cand_is_p0,cand_score,opp_score,won,tied,lost,delta,structural_failure
v025_a_aggressive_cows,10344,False,51601.0,50430.0,1,0,0,1171.0,0
v025_a_aggressive_cows,10345,True,41375.0,25115.0,1,0,0,16260.0,0
v025_a_aggressive_cows,10345,False,42972.0,27547.0,1,0,0,15425.0,0
v025_a_aggressive_cows,10346,True,50933.0,48106.0,1,0,0,2827.0,0
v025_a_aggressive_cows,10346,False,55073.0,49611.0,1,0,0,5462.0,0
v025_a_aggressive_cows,10347,True,42152.0,24556.0,1,0,0,17596.0,0
v025_a_aggressive_cows,10347,False,47941.0,26854.0,1,0,0,21087.0,0
v025_a_aggressive_cows,10348,True,43332.0,21458.0,1,0,0,21874.0,0
v025_a_aggressive_cows,10348,False,36959.0,16394.0,1,0,0,20565.0,0
v025_a_aggressive_cows,10349,True,59683.0,40999.0,1,0,0,18684.0,0
v025_a_aggressive_cows,10349,False,62437.0,49765.0,1,0,0,12672.0,0
v025_a_aggressive_cows,10350,True,46267.0,37843.0,1,0,0,8424.0,0
v025_a_aggressive_cows,10350,False,54789.0,38395.0,1,0,0,16394.0,0
v025_a_aggressive_cows,10351,True,46839.0,44792.0,1,0,0,2047.0,0
v025_a_aggressive_cows,10351,False,49154.0,41429.0,1,0,0,7725.0,0
v025_a_aggressive_cows,10352,True,76565.0,71308.0,1,0,0,5257.0,0
v025_a_aggressive_cows,10352,False,61658.0,48927.0,1,0,0,12731.0,0
v025_a_aggressive_cows,10353,True,76492.0,68607.0,1,0,0,7885.0,0
v025_a_aggressive_cows,10353,False,82135.0,76781.0,1,0,0,5354.0,0
v025_a_aggressive_cows,10354,True,64149.0,57931.0,1,0,0,6218.0,0
v025_a_aggressive_cows,10354,False,66108.0,59955.0,1,0,0,6153.0,0
v025_a_aggressive_cows,10355,True,45246.0,26801.0,1,0,0,18445.0,0
v025_a_aggressive_cows,10355,False,48332.0,30475.0,1,0,0,17857.0,0
v025_a_aggressive_cows,10356,True,46916.0,45316.0,1,0,0,1600.0,0
v025_a_aggressive_cows,10356,False,90059.0,92722.0,0,0,1,-2663.0,0
v025_a_aggressive_cows,10357,True,68145.0,54711.0,1,0,0,13434.0,0
v025_a_aggressive_cows,10357,False,74152.0,69848.0,1,0,0,4304.0,0
v025_a_aggressive_cows,10358,True,39384.0,36539.0,1,0,0,2845.0,0
v025_a_aggressive_cows,10358,False,45136.0,40785.0,1,0,0,4351.0,0
v025_a_aggressive_cows,10359,True,72178.0,74070.0,0,0,1,-1892.0,0
v025_a_aggressive_cows,10359,False,49909.0,45306.0,1,0,0,4603.0,0
v025_a_aggressive_cows,10360,True,46965.0,32870.0,1,0,0,14095.0,0
v025_a_aggressive_cows,10360,False,37581.0,21165.0,1,0,0,16416.0,0
v025_a_aggressive_cows,10361,True,55013.0,41628.0,1,0,0,13385.0,0
v025_a_aggressive_cows,10361,False,46903.0,35664.0,1,0,0,11239.0,0
v025_a_aggressive_cows,10362,True,85526.0,76441.0,1,0,0,9085.0,0
v025_a_aggressive_cows,10362,False,60482.0,53724.0,1,0,0,6758.0,0
v025_a_aggressive_cows,10363,True,40713.0,30033.0,1,0,0,10680.0,0
v025_a_aggressive_cows,10363,False,43240.0,26107.0,1,0,0,17133.0,0
v025_a_aggressive_cows,10364,True,68339.0,56719.0,1,0,0,11620.0,0
v025_a_aggressive_cows,10364,False,59731.0,58563.0,1,0,0,1168.0,0
v025_a_aggressive_cows,10365,True,68392.0,60690.0,1,0,0,7702.0,0
v025_a_aggressive_cows,10365,False,54858.0,55492.0,0,0,1,-634.0,0
v025_a_aggressive_cows,10366,True,38632.0,25987.0,1,0,0,12645.0,0
v025_a_aggressive_cows,10366,False,40190.0,30831.0,1,0,0,9359.0,0
v025_a_aggressive_cows,10367,True,89366.0,82514.0,1,0,0,6852.0,0
v025_a_aggressive_cows,10367,False,84177.0,85694.0,0,0,1,-1517.0,0
v025_a_aggressive_cows,10368,True,49528.0,28113.0,1,0,0,21415.0,0
v025_a_aggressive_cows,10368,False,50377.0,29109.0,1,0,0,21268.0,0
v025_a_aggressive_cows,10369,True,62757.0,63642.0,0,0,1,-885.0,0
v025_a_aggressive_cows,10369,False,87091.0,86061.0,1,0,0,1030.0,0
v025_a_aggressive_cows,10370,True,64201.0,64656.0,0,0,1,-455.0,0
v025_a_aggressive_cows,10370,False,64201.0,64656.0,0,0,1,-455.0,0
v025_a_aggressive_cows,10371,True,58786.0,44574.0,1,0,0,14212.0,0
v025_a_aggressive_cows,10371,False,52438.0,36982.0,1,0,0,15456.0,0
v025_a_aggressive_cows,10372,True,77335.0,79467.0,0,0,1,-2132.0,0
v025_a_aggressive_cows,10372,False,44791.0,40098.0,1,0,0,4693.0,0
v025_a_aggressive_cows,10373,True,45114.0,29342.0,1,0,0,15772.0,0
v025_a_aggressive_cows,10373,False,45180.0,25284.0,1,0,0,19896.0,0
v025_a_aggressive_cows,10374,True,84111.0,76712.0,1,0,0,7399.0,0
v025_a_aggressive_cows,10374,False,85237.0,88001.0,0,0,1,-2764.0,0
v025_a_aggressive_cows,10375,True,56677.0,53191.0,1,0,0,3486.0,0
v025_a_aggressive_cows,10375,False,61646.0,50641.0,1,0,0,11005.0,0
v025_a_aggressive_cows,10376,True,48805.0,39010.0,1,0,0,9795.0,0
v025_a_aggressive_cows,10376,False,46826.0,40785.0,1,0,0,6041.0,0
v025_a_aggressive_cows,10377,True,51795.0,40736.0,1,0,0,11059.0,0
v025_a_aggressive_cows,10377,False,56112.0,46134.0,1,0,0,9978.0,0
v025_a_aggressive_cows,10378,True,30475.0,16802.0,1,0,0,13673.0,0
v025_a_aggressive_cows,10378,False,30110.0,15898.0,1,0,0,14212.0,0
v025_a_aggressive_cows,10379,True,43409.0,41275.0,1,0,0,2134.0,0
v025_a_aggressive_cows,10379,False,41809.0,34923.0,1,0,0,6886.0,0
v025_a_aggressive_cows,10380,True,49159.0,34421.0,1,0,0,14738.0,0
v025_a_aggressive_cows,10380,False,51398.0,39233.0,1,0,0,12165.0,0
v025_a_aggressive_cows,10381,True,60215.0,47653.0,1,0,0,12562.0,0
v025_a_aggressive_cows,10381,False,59721.0,48070.0,1,0,0,11651.0,0
v025_a_aggressive_cows,10382,True,31005.0,30327.0,1,0,0,678.0,0
v025_a_aggressive_cows,10382,False,41110.0,36195.0,1,0,0,4915.0,0
v025_a_aggressive_cows,10383,True,53787.0,47239.0,1,0,0,6548.0,0
v025_a_aggressive_cows,10383,False,63926.0,47117.0,1,0,0,16809.0,0
v025_a_aggressive_cows,10384,True,41400.0,21098.0,1,0,0,20302.0,0
v025_a_aggressive_cows,10384,False,80445.0,74182.0,1,0,0,6263.0,0
v025_a_aggressive_cows,10385,True,76365.0,60801.0,1,0,0,15564.0,0
v025_a_aggressive_cows,10385,False,60493.0,52447.0,1,0,0,8046.0,0
v025_a_aggressive_cows,10386,True,23301.0,14068.0,1,0,0,9233.0,0
v025_a_aggressive_cows,10386,False,42120.0,35339.0,1,0,0,6781.0,0
v025_a_aggressive_cows,10387,True,56873.0,53711.0,1,0,0,3162.0,0
v025_a_aggressive_cows,10387,False,56872.0,53947.0,1,0,0,2925.0,0
v025_a_aggressive_cows,10388,True,62407.0,53721.0,1,0,0,8686.0,0
v025_a_aggressive_cows,10388,False,64231.0,53285.0,1,0,0,10946.0,0
v025_a_aggressive_cows,10389,True,68356.0,66440.0,1,0,0,1916.0,0
v025_a_aggressive_cows,10389,False,28048.0,29714.0,0,0,1,-1666.0,0
v025_a_aggressive_cows,10390,True,62973.0,47536.0,1,0,0,15437.0,0
v025_a_aggressive_cows,10390,False,58817.0,44509.0,1,0,0,14308.0,0
v025_a_aggressive_cows,10391,True,44568.0,28152.0,1,0,0,16416.0,0
v025_a_aggressive_cows,10391,False,48921.0,31642.0,1,0,0,17279.0,0
v025_a_aggressive_cows,10392,True,71079.0,59609.0,1,0,0,11470.0,0
v025_a_aggressive_cows,10392,False,68591.0,64331.0,1,0,0,4260.0,0
v025_a_aggressive_cows,10393,True,61180.0,43361.0,1,0,0,17819.0,0
v025_a_aggressive_cows,10393,False,56653.0,42219.0,1,0,0,14434.0,0
v025_a_aggressive_cows,10394,True,37859.0,29941.0,1,0,0,7918.0,0
v025_a_aggressive_cows,10394,False,51494.0,38470.0,1,0,0,13024.0,0
v025_a_aggressive_cows,10395,True,44373.0,40646.0,1,0,0,3727.0,0
v025_a_aggressive_cows,10395,False,60935.0,55659.0,1,0,0,5276.0,0
v025_a_aggressive_cows,10396,True,69547.0,59866.0,1,0,0,9681.0,0
v025_a_aggressive_cows,10396,False,50580.0,37561.0,1,0,0,13019.0,0
v025_a_aggressive_cows,10397,True,51178.0,38687.0,1,0,0,12491.0,0
v025_a_aggressive_cows,10397,False,40891.0,26088.0,1,0,0,14803.0,0
v025_a_aggressive_cows,10398,True,43024.0,40441.0,1,0,0,2583.0,0
v025_a_aggressive_cows,10398,False,46024.0,40456.0,1,0,0,5568.0,0
v025_a_aggressive_cows,10399,True,35523.0,32809.0,1,0,0,2714.0,0
v025_a_aggressive_cows,10399,False,34893.0,32267.0,1,0,0,2626.0,0
v025_a_aggressive_cows,10400,True,47114.0,38636.0,1,0,0,8478.0,0
v025_a_aggressive_cows,10400,False,50323.0,38917.0,1,0,0,11406.0,0
v025_a_aggressive_cows,10401,True,75676.0,75042.0,1,0,0,634.0,0
v025_a_aggressive_cows,10401,False,79382.0,73811.0,1,0,0,5571.0,0
v025_a_aggressive_cows,10402,True,28155.0,26025.0,1,0,0,2130.0,0
v025_a_aggressive_cows,10402,False,27175.0,25283.0,1,0,0,1892.0,0
v025_a_aggressive_cows,10403,True,84510.0,80302.0,1,0,0,4208.0,0
v025_a_aggressive_cows,10403,False,48399.0,35748.0,1,0,0,12651.0,0
v025_a_aggressive_cows,10404,True,41183.0,24014.0,1,0,0,17169.0,0
v025_a_aggressive_cows,10404,False,37361.0,22741.0,1,0,0,14620.0,0
v025_a_aggressive_cows,10405,True,41561.0,41264.0,1,0,0,297.0,0
v025_a_aggressive_cows,10405,False,51786.0,48353.0,1,0,0,3433.0,0
v025_a_aggressive_cows,10406,True,34150.0,18761.0,1,0,0,15389.0,0
v025_a_aggressive_cows,10406,False,39495.0,26184.0,1,0,0,13311.0,0
v025_a_aggressive_cows,10407,True,48200.0,27691.0,1,0,0,20509.0,0
v025_a_aggressive_cows,10407,False,39639.0,22761.0,1,0,0,16878.0,0
v025_a_aggressive_cows,10408,True,57920.0,43574.0,1,0,0,14346.0,0
v025_a_aggressive_cows,10408,False,67375.0,51765.0,1,0,0,15610.0,0
v025_a_aggressive_cows,10409,True,70876.0,66855.0,1,0,0,4021.0,0
v025_a_aggressive_cows,10409,False,81632.0,82360.0,0,0,1,-728.0,0
v025_a_aggressive_cows,10410,True,76359.0,56671.0,1,0,0,19688.0,0
v025_a_aggressive_cows,10410,False,68371.0,58550.0,1,0,0,9821.0,0
v025_a_aggressive_cows,10411,True,45090.0,40236.0,1,0,0,4854.0,0
v025_a_aggressive_cows,10411,False,75432.0,73404.0,1,0,0,2028.0,0
v025_a_aggressive_cows,10412,True,63445.0,58511.0,1,0,0,4934.0,0
v025_a_aggressive_cows,10412,False,84750.0,77947.0,1,0,0,6803.0,0
v025_a_aggressive_cows,10413,True,89045.0,86120.0,1,0,0,2925.0,0
v025_a_aggressive_cows,10413,False,88339.0,84437.0,1,0,0,3902.0,0
v025_a_aggressive_cows,10414,True,45580.0,26707.0,1,0,0,18873.0,0
v025_a_aggressive_cows,10414,False,48192.0,29382.0,1,0,0,18810.0,0
v025_a_aggressive_cows,10415,True,68489.0,56052.0,1,0,0,12437.0,0
v025_a_aggressive_cows,10415,False,47355.0,32744.0,1,0,0,14611.0,0
v025_a_aggressive_cows,10416,True,91362.0,92218.0,0,0,1,-856.0,0
v025_a_aggressive_cows,10416,False,83624.0,75788.0,1,0,0,7836.0,0
v025_a_aggressive_cows,10417,True,42760.0,21877.0,1,0,0,20883.0,0
v025_a_aggressive_cows,10417,False,35080.0,20614.0,1,0,0,14466.0,0
v025_a_aggressive_cows,10418,True,67607.0,65046.0,1,0,0,2561.0,0
v025_a_aggressive_cows,10418,False,70795.0,65721.0,1,0,0,5074.0,0
v025_a_aggressive_cows,10419,True,62884.0,58489.0,1,0,0,4395.0,0
v025_a_aggressive_cows,10419,False,69264.0,62589.0,1,0,0,6675.0,0
v025_a_aggressive_cows,10420,True,46383.0,43336.0,1,0,0,3047.0,0
v025_a_aggressive_cows,10420,False,51423.0,47031.0,1,0,0,4392.0,0
v025_a_aggressive_cows,10421,True,36554.0,20843.0,1,0,0,15711.0,0
v025_a_aggressive_cows,10421,False,37951.0,23655.0,1,0,0,14296.0,0
v025_a_aggressive_cows,10422,True,50958.0,42714.0,1,0,0,8244.0,0
v025_a_aggressive_cows,10422,False,51526.0,44061.0,1,0,0,7465.0,0
v025_a_aggressive_cows,10423,True,82360.0,85494.0,0,0,1,-3134.0,0
v025_a_aggressive_cows,10423,False,77253.0,79821.0,0,0,1,-2568.0,0
v025_a_aggressive_cows,10424,True,44022.0,43044.0,1,0,0,978.0,0
v025_a_aggressive_cows,10424,False,59392.0,56556.0,1,0,0,2836.0,0
v025_a_aggressive_cows,10425,True,55092.0,42183.0,1,0,0,12909.0,0
v025_a_aggressive_cows,10425,False,47631.0,42693.0,1,0,0,4938.0,0
v025_a_aggressive_cows,10426,True,62443.0,54125.0,1,0,0,8318.0,0
v025_a_aggressive_cows,10426,False,58921.0,47081.0,1,0,0,11840.0,0
v025_a_aggressive_cows,10427,True,64948.0,51559.0,1,0,0,13389.0,0
v025_a_aggressive_cows,10427,False,54431.0,47106.0,1,0,0,7325.0,0
v025_a_aggressive_cows,10428,True,87105.0,88630.0,0,0,1,-1525.0,0
v025_a_aggressive_cows,10428,False,92475.0,93548.0,0,0,1,-1073.0,0
v025_a_aggressive_cows,10429,True,42303.0,37638.0,1,0,0,4665.0,0
v025_a_aggressive_cows,10429,False,36879.0,33427.0,1,0,0,3452.0,0
v025_a_aggressive_cows,10430,True,63785.0,56387.0,1,0,0,7398.0,0
v025_a_aggressive_cows,10430,False,41501.0,26018.0,1,0,0,15483.0,0
v025_a_aggressive_cows,10431,True,53857.0,45076.0,1,0,0,8781.0,0
v025_a_aggressive_cows,10431,False,55197.0,44247.0,1,0,0,10950.0,0
v025_a_aggressive_cows,10432,True,89835.0,93365.0,0,0,1,-3530.0,0
v025_a_aggressive_cows,10432,False,90804.0,89063.0,1,0,0,1741.0,0
v025_a_aggressive_cows,10433,True,40812.0,26390.0,1,0,0,14422.0,0
v025_a_aggressive_cows,10433,False,32911.0,25673.0,1,0,0,7238.0,0
v025_a_aggressive_cows,10434,True,74306.0,68172.0,1,0,0,6134.0,0
v025_a_aggressive_cows,10434,False,97439.0,92903.0,1,0,0,4536.0,0
v025_a_aggressive_cows,10435,True,49258.0,38686.0,1,0,0,10572.0,0
v025_a_aggressive_cows,10435,False,47617.0,27107.0,1,0,0,20510.0,0
v025_a_aggressive_cows,10436,True,69347.0,57994.0,1,0,0,11353.0,0
v025_a_aggressive_cows,10436,False,45371.0,37252.0,1,0,0,8119.0,0
v025_a_aggressive_cows,10437,True,74104.0,60912.0,1,0,0,13192.0,0
v025_a_aggressive_cows,10437,False,55956.0,48655.0,1,0,0,7301.0,0
v025_a_aggressive_cows,10438,True,50861.0,46873.0,1,0,0,3988.0,0
v025_a_aggressive_cows,10438,False,56367.0,52044.0,1,0,0,4323.0,0
v025_a_aggressive_cows,10439,True,46234.0,34875.0,1,0,0,11359.0,0
v025_a_aggressive_cows,10439,False,45319.0,35805.0,1,0,0,9514.0,0
v025_a_aggressive_cows,10440,True,40777.0,26173.0,1,0,0,14604.0,0
v025_a_aggressive_cows,10440,False,42293.0,27821.0,1,0,0,14472.0,0
v025_a_aggressive_cows,10441,True,91509.0,80431.0,1,0,0,11078.0,0
v025_a_aggressive_cows,10441,False,94203.0,90949.0,1,0,0,3254.0,0
v025_a_aggressive_cows,10442,True,74978.0,72865.0,1,0,0,2113.0,0
v025_a_aggressive_cows,10442,False,47361.0,36801.0,1,0,0,10560.0,0
v025_a_aggressive_cows,10443,True,56604.0,39977.0,1,0,0,16627.0,0
v025_a_aggressive_cows,10443,False,57281.0,37404.0,1,0,0,19877.0,0
v025_a_aggressive_cows,10444,True,83550.0,85260.0,0,0,1,-1710.0,0
v025_a_aggressive_cows,10444,False,91945.0,92254.0,0,0,1,-309.0,0
v025_a_aggressive_cows,10445,True,38167.0,27547.0,1,0,0,10620.0,0
v025_a_aggressive_cows,10445,False,41672.0,27207.0,1,0,0,14465.0,0
v025_a_aggressive_cows,10446,True,87996.0,78665.0,1,0,0,9331.0,0
v025_a_aggressive_cows,10446,False,84804.0,83819.0,1,0,0,985.0,0
v025_a_aggressive_cows,10447,True,63802.0,53512.0,1,0,0,10290.0,0
v025_a_aggressive_cows,10447,False,60118.0,43708.0,1,0,0,16410.0,0
v025_a_aggressive_cows,10448,True,86315.0,79351.0,1,0,0,6964.0,0
v025_a_aggressive_cows,10448,False,63827.0,55830.0,1,0,0,7997.0,0
v025_a_aggressive_cows,10449,True,46538.0,40280.0,1,0,0,6258.0,0
v025_a_aggressive_cows,10449,False,50055.0,43786.0,1,0,0,6269.0,0
v025_a_aggressive_cows,10450,True,44905.0,26795.0,1,0,0,18110.0,0
v025_a_aggressive_cows,10450,False,54337.0,41352.0,1,0,0,12985.0,0
v025_a_aggressive_cows,10451,True,45912.0,38681.0,1,0,0,7231.0,0
v025_a_aggressive_cows,10451,False,54844.0,45336.0,1,0,0,9508.0,0
v025_a_aggressive_cows,10452,True,93250.0,89228.0,1,0,0,4022.0,0
v025_a_aggressive_cows,10452,False,98001.0,101156.0,0,0,1,-3155.0,0
v025_a_aggressive_cows,10453,True,62311.0,55932.0,1,0,0,6379.0,0
v025_a_aggressive_cows,10453,False,59014.0,49818.0,1,0,0,9196.0,0
v025_a_aggressive_cows,10454,True,40773.0,29350.0,1,0,0,11423.0,0
v025_a_aggressive_cows,10454,False,42140.0,24626.0,1,0,0,17514.0,0
v025_a_aggressive_cows,10455,True,56973.0,41163.0,1,0,0,15810.0,0
v025_a_aggressive_cows,10455,False,55019.0,36604.0,1,0,0,18415.0,0
v025_a_aggressive_cows,10456,True,50991.0,39525.0,1,0,0,11466.0,0
v025_a_aggressive_cows,10456,False,51306.0,38307.0,1,0,0,12999.0,0
v025_a_aggressive_cows,10457,True,54248.0,49544.0,1,0,0,4704.0,0
v025_a_aggressive_cows,10457,False,41747.0,39482.0,1,0,0,2265.0,0
v025_a_aggressive_cows,10458,True,71537.0,60628.0,1,0,0,10909.0,0
v025_a_aggressive_cows,10458,False,58286.0,51671.0,1,0,0,6615.0,0
v025_a_aggressive_cows,10459,True,49469.0,35230.0,1,0,0,14239.0,0
v025_a_aggressive_cows,10459,False,48163.0,42777.0,1,0,0,5386.0,0
v025_a_aggressive_cows,10460,True,79953.0,66281.0,1,0,0,13672.0,0
v025_a_aggressive_cows,10460,False,77993.0,66684.0,1,0,0,11309.0,0
v025_a_aggressive_cows,10461,True,59416.0,45393.0,1,0,0,14023.0,0
v025_a_aggressive_cows,10461,False,69376.0,53451.0,1,0,0,15925.0,0
v025_a_aggressive_cows,10462,True,45095.0,28574.0,1,0,0,16521.0,0
v025_a_aggressive_cows,10462,False,35459.0,25005.0,1,0,0,10454.0,0
v025_a_aggressive_cows,10463,True,67360.0,61877.0,1,0,0,5483.0,0
v025_a_aggressive_cows,10463,False,65251.0,50715.0,1,0,0,14536.0,0
v025_a_aggressive_cows,10464,True,34964.0,19018.0,1,0,0,15946.0,0
v025_a_aggressive_cows,10464,False,32593.0,21864.0,1,0,0,10729.0,0
v025_a_aggressive_cows,10465,True,81258.0,76633.0,1,0,0,4625.0,0
v025_a_aggressive_cows,10465,False,79944.0,71236.0,1,0,0,8708.0,0
v025_a_aggressive_cows,10466,True,59789.0,37571.0,1,0,0,22218.0,0
v025_a_aggressive_cows,10466,False,47257.0,33433.0,1,0,0,13824.0,0
v025_a_aggressive_cows,10467,True,45515.0,42677.0,1,0,0,2838.0,0
v025_a_aggressive_cows,10467,False,46020.0,40346.0,1,0,0,5674.0,0
v025_a_aggressive_cows,10468,True,33309.0,22144.0,1,0,0,11165.0,0
v025_a_aggressive_cows,10468,False,34553.0,22587.0,1,0,0,11966.0,0
v025_a_aggressive_cows,10469,True,45723.0,29085.0,1,0,0,16638.0,0
v025_a_aggressive_cows,10469,False,45414.0,25515.0,1,0,0,19899.0,0
v025_a_aggressive_cows,10470,True,58805.0,45367.0,1,0,0,13438.0,0
v025_a_aggressive_cows,10470,False,52480.0,45315.0,1,0,0,7165.0,0
v025_a_aggressive_cows,10471,True,69132.0,63456.0,1,0,0,5676.0,0
v025_a_aggressive_cows,10471,False,75710.0,72200.0,1,0,0,3510.0,0
v025_a_aggressive_cows,10472,True,45789.0,27160.0,1,0,0,18629.0,0
v025_a_aggressive_cows,10472,False,51251.0,37940.0,1,0,0,13311.0,0
v025_a_aggressive_cows,10473,True,96763.0,92356.0,1,0,0,4407.0,0
v025_a_aggressive_cows,10473,False,62684.0,56564.0,1,0,0,6120.0,0
v025_a_aggressive_cows,10474,True,65511.0,42414.0,1,0,0,23097.0,0
v025_a_aggressive_cows,10474,False,83461.0,75344.0,1,0,0,8117.0,0
v025_a_aggressive_cows,10475,True,47596.0,43364.0,1,0,0,4232.0,0
v025_a_aggressive_cows,10475,False,48018.0,41482.0,1,0,0,6536.0,0
v025_a_aggressive_cows,10476,True,42245.0,32271.0,1,0,0,9974.0,0
v025_a_aggressive_cows,10476,False,37065.0,30652.0,1,0,0,6413.0,0
v025_a_aggressive_cows,10477,True,55636.0,41155.0,1,0,0,14481.0,0
v025_a_aggressive_cows,10477,False,47593.0,35333.0,1,0,0,12260.0,0
v025_a_aggressive_cows,10478,True,39277.0,26117.0,1,0,0,13160.0,0
v025_a_aggressive_cows,10478,False,40418.0,18925.0,1,0,0,21493.0,0
v025_a_aggressive_cows,10479,True,50339.0,46908.0,1,0,0,3431.0,0
v025_a_aggressive_cows,10479,False,50362.0,46728.0,1,0,0,3634.0,0
v025_a_aggressive_cows,10480,True,55202.0,40941.0,1,0,0,14261.0,0
v025_a_aggressive_cows,10480,False,45887.0,39159.0,1,0,0,6728.0,0
v025_a_aggressive_cows,10481,True,38123.0,23242.0,1,0,0,14881.0,0
v025_a_aggressive_cows,10481,False,45170.0,21939.0,1,0,0,23231.0,0
v025_a_aggressive_cows,10482,True,55949.0,50715.0,1,0,0,5234.0,0
v025_a_aggressive_cows,10482,False,52802.0,46281.0,1,0,0,6521.0,0
v025_a_aggressive_cows,10483,True,40062.0,26511.0,1,0,0,13551.0,0
v025_a_aggressive_cows,10483,False,35796.0,28259.0,1,0,0,7537.0,0
v025_a_aggressive_cows,10484,True,50048.0,28969.0,1,0,0,21079.0,0
v025_a_aggressive_cows,10484,False,52321.0,34474.0,1,0,0,17847.0,0
v025_a_aggressive_cows,10485,True,49559.0,22172.0,1,0,0,27387.0,0
v025_a_aggressive_cows,10485,False,47502.0,28583.0,1,0,0,18919.0,0
v025_a_aggressive_cows,10486,True,94511.0,97482.0,0,0,1,-2971.0,0
v025_a_aggressive_cows,10486,False,89425.0,95074.0,0,0,1,-5649.0,0
v025_a_aggressive_cows,10487,True,83059.0,82143.0,1,0,0,916.0,0
v025_a_aggressive_cows,10487,False,79225.0,76350.0,1,0,0,2875.0,0
v025_a_aggressive_cows,10488,True,42880.0,38911.0,1,0,0,3969.0,0
v025_a_aggressive_cows,10488,False,41598.0,37556.0,1,0,0,4042.0,0
v025_a_aggressive_cows,10489,True,51325.0,37219.0,1,0,0,14106.0,0
v025_a_aggressive_cows,10489,False,54828.0,38895.0,1,0,0,15933.0,0
v025_a_aggressive_cows,10490,True,55578.0,35298.0,1,0,0,20280.0,0
v025_a_aggressive_cows,10490,False,54882.0,36794.0,1,0,0,18088.0,0
v025_a_aggressive_cows,10491,True,80144.0,71143.0,1,0,0,9001.0,0
v025_a_aggressive_cows,10491,False,63673.0,53172.0,1,0,0,10501.0,0
v025_a_aggressive_cows,10492,True,64687.0,55468.0,1,0,0,9219.0,0
v025_a_aggressive_cows,10492,False,50393.0,34526.0,1,0,0,15867.0,0
v025_a_aggressive_cows,10493,True,85668.0,84946.0,1,0,0,722.0,0
v025_a_aggressive_cows,10493,False,57017.0,43555.0,1,0,0,13462.0,0
v025_a_aggressive_cows,10494,True,40296.0,34640.0,1,0,0,5656.0,0
v025_a_aggressive_cows,10494,False,40713.0,25434.0,1,0,0,15279.0,0
v025_a_aggressive_cows,10495,True,56644.0,48815.0,1,0,0,7829.0,0
v025_a_aggressive_cows,10495,False,70473.0,66833.0,1,0,0,3640.0,0
v025_a_aggressive_cows,10496,True,39889.0,32244.0,1,0,0,7645.0,0
v025_a_aggressive_cows,10496,False,39798.0,28250.0,1,0,0,11548.0,0
v025_a_aggressive_cows,10497,True,51212.0,36728.0,1,0,0,14484.0,0
v025_a_aggressive_cows,10497,False,49008.0,42916.0,1,0,0,6092.0,0
v025_a_aggressive_cows,10498,True,35870.0,39241.0,0,0,1,-3371.0,0
v025_a_aggressive_cows,10498,False,31242.0,31174.0,1,0,0,68.0,0
v025_a_aggressive_cows,10499,True,47747.0,25045.0,1,0,0,22702.0,0
v025_a_aggressive_cows,10499,False,45160.0,25593.0,1,0,0,19567.0,0
v023_g_capital_optimizer,20000,True,37054.0,29594.0,1,0,0,7460.0,0
v023_g_capital_optimizer,20000,False,40205.0,27383.0,1,0,0,12822.0,0
v023_g_capital_optimizer,20001,True,86497.0,68482.0,1,0,0,18015.0,0
v023_g_capital_optimizer,20001,False,91342.0,65179.0,1,0,0,26163.0,0
v023_g_capital_optimizer,20002,True,88298.0,63831.0,1,0,0,24467.0,0
v023_g_capital_optimizer,20002,False,76720.0,61351.0,1,0,0,15369.0,0
v023_g_capital_optimizer,20003,True,85716.0,76308.0,1,0,0,9408.0,0
v023_g_capital_optimizer,20003,False,65876.0,56722.0,1,0,0,9154.0,0
v023_g_capital_optimizer,20004,True,66776.0,71838.0,0,0,1,-5062.0,0
v023_g_capital_optimizer,20004,False,59334.0,62057.0,0,0,1,-2723.0,0
v023_g_capital_optimizer,20005,True,63511.0,60878.0,1,0,0,2633.0,0
v023_g_capital_optimizer,20005,False,84420.0,74253.0,1,0,0,10167.0,0
v023_g_capital_optimizer,20006,True,42534.0,31157.0,1,0,0,11377.0,0
v023_g_capital_optimizer,20006,False,32225.0,25528.0,1,0,0,6697.0,0
v023_g_capital_optimizer,20007,True,51120.0,49878.0,1,0,0,1242.0,0
v023_g_capital_optimizer,20007,False,50433.0,57762.0,0,0,1,-7329.0,0
v023_g_capital_optimizer,20008,True,95574.0,81626.0,1,0,0,13948.0,0
v023_g_capital_optimizer,20008,False,90686.0,71219.0,1,0,0,19467.0,0
v023_g_capital_optimizer,20009,True,80160.0,56765.0,1,0,0,23395.0,0
v023_g_capital_optimizer,20009,False,66731.0,48008.0,1,0,0,18723.0,0
v023_g_capital_optimizer,20010,True,76277.0,53932.0,1,0,0,22345.0,0
v023_g_capital_optimizer,20010,False,78758.0,51417.0,1,0,0,27341.0,0
v023_g_capital_optimizer,20011,True,55291.0,47899.0,1,0,0,7392.0,0
v023_g_capital_optimizer,20011,False,56981.0,39581.0,1,0,0,17400.0,0
v023_g_capital_optimizer,20012,True,60677.0,50083.0,1,0,0,10594.0,0
v023_g_capital_optimizer,20012,False,63234.0,43099.0,1,0,0,20135.0,0
v023_g_capital_optimizer,20013,True,56239.0,58674.0,0,0,1,-2435.0,0
v023_g_capital_optimizer,20013,False,54151.0,57887.0,0,0,1,-3736.0,0
v023_g_capital_optimizer,20014,True,67364.0,68180.0,0,0,1,-816.0,0
